nobel_api_id,laureate_name,openlibrary_author_id,candidate_name,confidence,status
730,Alan MacDiarmid,OL5646692A,Alan G. MacDiarmid,0.00,review
730,Alan MacDiarmid,OL2120134A,Alan G. MacDiarmid,0.00,review
403,Albert Claude,OL14232492A,Albert Claude,0.25,review
403,Albert Claude,OL9383453A,Albert Claude,0.25,review
403,Albert Claude,OL7636916A,Albert-Claude Quemoun Ph.D,0.00,review
403,Albert Claude,OL5333669A,Albert Claude Hawbecker,0.00,review
403,Albert Claude,OL16499062A,Albert Claude Gordon,0.00,review
403,Albert Claude,OL12775749A,"Albert, Claude, Chneiweiss, Laurent",0.00,review
403,Albert Claude,OL13396048A,Alain Albert Claude Doucet,0.00,review
403,Albert Claude,OL12299790A,"Albert, Claude, Cirendini, Olivier, Carillet, Jean-Bernard",0.00,review
403,Albert Claude,OL1079246A,Claude Albert Buss,0.00,review
403,Albert Claude,OL320262A,Claude Albert Mayer,0.00,review
403,Albert Claude,OL1744686A,Claude Albert Colliard,0.00,review
403,Albert Claude,OL440660A,Claude Albert René Delmas,0.00,review
403,Albert Claude,OL4717816A,Claude Albert Claremont,0.00,review
403,Albert Claude,OL3890580A,Marie-Claude Albert,0.00,review
403,Albert Claude,OL2855828A,Claude Albert,0.00,review
403,Albert Claude,OL3916737A,Claude-Albert Colliard,0.00,review
403,Albert Claude,OL294023A,Jean-Claude Albert-Weil,0.00,review
403,Albert Claude,OL12792675A,Colliard Claude-Albert,0.00,review
403,Albert Claude,OL5418237A,Colliard. Claude Albert,0.00,review
403,Albert Claude,OL13545188A,Claude Albert Knuepfer,0.00,review
814,Albert Fert,OL8238129A,Albert Fert,0.25,review
83,Aleksandr M. Prokhorov,OL13824957A,A. M. (Aleksandr Mikhaĭlovich) Prokhorov,0.00,review
87,Alfred Kastler,OL134691A,Alfred Kastler,0.25,review
305,Allvar Gullstrand,OL7618781A,Allvar Gullstrand,0.25,review
377,Andrew Huxley,OL2771340A,Andrew Huxley,0.25,review
377,Andrew Huxley,OL1658000A,"Huxley, Andrew Sir.",0.00,review
381,André Lwoff,OL6628439A,André Lwoff,0.25,review
381,André Lwoff,OL1564653A,André Lwoff,0.25,review
381,André Lwoff,OL9207064A,André Lwoff,0.25,review
381,André Lwoff,OL5899256A,André Lwoff,0.25,review
381,André Lwoff,OL15269200A,André Lwoff,0.25,review
381,André Lwoff,OL3401516A,Andre Lwoff,0.00,review
381,André Lwoff,OL15429773A,andre lwoff,0.00,review
381,André Lwoff,OL2048227A,André Lwoff Mikhelson,0.00,review
381,André Lwoff,OL11501009A,Ed Andre Lwoff,0.00,review
381,André Lwoff,OL16475345A,André Lwoff Mikhelson,0.00,review
381,André Lwoff,OL15458497A,andre lwoff and agnes ullmann,0.00,review
1028,Anne L’Huillier,OL2766281A,Anne L'Huillier,0.25,review
768,Anthony J. Leggett,OL8473182A,Anthony J. Leggett,0.25,review
1014,Anton Zeilinger,OL3169290A,Anton Zeilinger,0.25,review
891,Arieh Warshel,OL889314A,Arieh Warshel,0.25,review
208,Arne Tiselius,OL5200749A,Arne Tiselius,0.25,review
208,Arne Tiselius,OL2743762A,Arne Tiselius,0.25,review
208,Arne Tiselius,OL6064155A,Arne . Tiselius,0.25,review
208,Arne Tiselius,OL11520471A,"Nobel Symposium Stockholm, Sweden 1969 : 14th Tiselius, Arne, ; Nilsson, Sam,",0.00,review
960,Arthur Ashkin,OL3227153A,Arthur Ashkin,0.25,review
960,Arthur Ashkin,OL13093532A,Arthur Ashkin,0.25,review
722,Arvid Carlsson,OL2283475A,Arvid Carlsson,0.25,review
923,Aziz Sancar,OL8306877A,Aziz Sancar,0.25,review
942,Barry C. Barish,OL8296497A,Barry C. Barish,0.25,review
789,Barry J. Marshall,OL2681582A,Barry J. Marshall,0.25,review
419,Baruj Benacerraf,OL227264A,Baruj Benacerraf,0.25,review
419,Baruj Benacerraf,OL5533875A,Baruj Benacerraf,0.25,review
419,Baruj Benacerraf,OL15865596A,"Baruj Benacerraf,Emil Unanue",0.00,review
445,Bert Sakmann,OL7579129A,Bert Sakmann,0.25,review
445,Bert Sakmann,OL9681003A,Bert Sakmann,0.25,review
261,Bruce Merrifield,OL839134A,Bruce Merrifield,0.25,review
261,Bruce Merrifield,OL15232706A,Bruce Merrifield,0.25,review
261,Bruce Merrifield,OL1802781A,D. Bruce Merrifield,0.00,review
105,Burton Richter,OL6785212A,Burton Richter,0.25,review
105,Burton Richter,OL7764314A,Burton Richter,0.25,review
43,Carl D. Anderson,OL1654031A,D. Carl Anderson,0.00,review
740,Carl Wieman,OL7667108A,Carl Wieman,0.25,review
740,Carl Wieman,OL4203697A,Carl E. Wieman,0.00,review
740,Carl Wieman,OL15401270A,"henry nelson wieman, douglas clyde macintosh, max carl otto and charles clayton morrison",0.00,review
124,Carlo Rubbia,OL1098670A,Carlo Rubbia,0.25,review
836,Carol W. Greider,OL3415693A,Carol W. Greider,0.25,review
55,Cecil Powell,OL5438538A,Cecil Powell,0.25,review
55,Cecil Powell,OL5442596A,Arthur Cecil Powell,0.00,review
55,Cecil Powell,OL4750648A,Frederick Cecil Powell,0.00,review
55,Cecil Powell,OL10356967A,Melvin Cecil Powell,0.00,review
55,Cecil Powell,OL4289115A,Cecil Powell Grant,0.00,review
55,Cecil Powell,OL6137063A,Arnold Cecil Powell,0.00,review
55,Cecil Powell,OL1970560A,Cecil Frank Powell,0.00,review
838,Charles K. Kao,OL766663A,Charles K. Kao,0.25,review
838,Charles K. Kao,OL4430206A,Charles K. Kao,0.25,review
838,Charles K. Kao,OL12304544A,Charles K. (Editor); Kao,0.00,review
987,Charles M. Rice,OL3457941A,Charles M. Rice,0.25,review
68,Chen Ning Yang,OL1457593A,Chen Ning Yang,0.25,review
68,Chen Ning Yang,OL12232946A,"Westerhout, Gart; Townes, Charles H.; Heezen, Bruce; Yang, Chen Ning; Ochoa, Sev",0.00,review
404,Christian de Duve,OL579168A,Christian De Duve,0.25,review
404,Christian de Duve,OL6517123A,CHRISTIAN DE DUVE,0.25,review
404,Christian de Duve,OL4170217A,Christian R. De Duve,0.00,review
404,Christian de Duve,OL7470893A,Christian René de Duve,0.00,review
453,Christiane Nüsslein-Volhard,OL7635650A,Christiane Nüsslein-Volhard,0.25,review
453,Christiane Nüsslein-Volhard,OL3016778A,Christiane Nusslein-Volhard,0.00,review
153,Claude Cohen-Tannoudji,OL7199934A,Claude Cohen-Tannoudji,0.25,review
153,Claude Cohen-Tannoudji,OL583494A,Claude Cohen-Tannoudji,0.25,review
867,Dan Shechtman,OL4459067A,Dan Shechtman,0.25,review
363,Daniel Bovet,OL796828A,Daniel Bovet,0.25,review
363,Daniel Bovet,OL6094723A,Daniel Bovet,0.25,review
363,Daniel Bovet,OL718266A,Daniel P. Bovet,0.00,review
363,Daniel Bovet,OL2726753A,Daniel Pierre Bovet,0.00,review
157,Daniel C. Tsui,OL4532942A,Daniel C. N. Tsui,0.00,review
1039,David Baker,OL33979A,"Baker, David",0.25,review
1039,David Baker,OL6526503A,DAVID BAKER,0.25,review
1039,David Baker,OL453384A,David Baker,0.25,review
1039,David Baker,OL11415391A,David Baker,0.25,review
1039,David Baker,OL2685493A,David Baker,0.25,review
1039,David Baker,OL366903A,David P. Baker,0.25,review
1039,David Baker,OL1245292A,David Baker,0.25,review
1039,David Baker,OL13680305A,David Baker,0.25,review
1039,David Baker,OL13680304A,David A. Baker,0.25,review
1039,David Baker,OL458686A,David Baker,0.25,review
1039,David Baker,OL13680291A,David Baker,0.25,review
1039,David Baker,OL7414817A,David Baker,0.25,review
1039,David Baker,OL2675237A,David Aaron Baker,0.25,review
1039,David Baker,OL13680303A,David Baker,0.25,review
1039,David Baker,OL13680308A,David Baker,0.25,review
1039,David Baker,OL3672692A,David Baker,0.25,review
1039,David Baker,OL15031788A,David Baker,0.25,review
1039,David Baker,OL15312545A,david baker,0.25,review
1039,David Baker,OL13680302A,David Baker,0.25,review
1039,David Baker,OL13680306A,David Baker,0.25,review
423,David H. Hubel,OL1074784A,David H. Hubel,0.25,review
423,David H. Hubel,OL5215683A,David H Hubel,0.25,review
776,David J. Gross,OL7218733A,David J. Gross,0.25,review
776,David J. Gross,OL1518430A,David J. F. Gross,0.00,review
776,David J. Gross,OL8351715A,David J. F. Gross,0.00,review
928,David J. Thouless,OL220147A,David J. Thouless,0.25,review
997,David Julius,OL11971185A,David Julius Pott,0.00,review
997,David Julius,OL15499172A,David Julius Pott,0.00,review
997,David Julius,OL2138715A,David Julius Oscar Brandt,0.00,review
997,David Julius,OL170663A,Judah David Eisenstein,0.00,review
997,David Julius,OL330194A,Jakob Julius David,0.00,review
997,David Julius,OL4958484A,Jakob Julius David,0.00,review
997,David Julius,OL5541084A,Julius Kaplan,0.00,review
997,David Julius,OL13436468A,Julius David,0.00,review
997,David Julius,OL2188243A,Julius David Stern,0.00,review
997,David Julius,OL2614376A,Julius Peter Paul David,0.00,review
997,David Julius,OL10568138A,Julius David Rosé,0.00,review
997,David Julius,OL6032392A,Jakob Julius David,0.00,review
997,David Julius,OL11590911A,Julius David Stern,0.00,review
997,David Julius,OL13884558A,Jacob Julius David,0.00,review
997,David Julius,OL6475620A,JULIUS DAVID MANSON,0.00,review
997,David Julius,OL7461277A,Julius David Ichenhäuser,0.00,review
997,David Julius,OL9259207A,David Ed Julius,0.00,review
997,David Julius,OL5548417A,Julius David Kaplan,0.00,review
997,David Julius,OL16415881A,"Rosé, Julius David Dr",0.00,review
997,David Julius,OL3821403A,Robert Dugan; David Elliott; Jane Julius Honchell; Michael Huff; Lynn Marie Petrillo,0.00,review
149,David M. Lee,OL14212445A,David M. Lee,0.25,review
149,David M. Lee,OL1458751A,David M. Gruebel Lee,0.00,review
149,David M. Lee,OL3530335A,Jae M. Lee and David H. Wayt,0.00,review
149,David M. Lee,OL11608984A,"Stephanie Soileau, David Rothman, Adam Theron-Lee Rensch, Lynn Ahrens, Gina Ochsner, Alyson Foster, D M Gordon, Yuvi Zalkow, Cary Holladay, Christophe",0.00,review
149,David M. Lee,OL13118706A,"Howell, Steve B., Novy, Rick, Paradox, Anna, Williams, Doug, Wilson, Mike, Summers, David Lee, Bonham, M. H., Brotherton, Mike, Erwine, J Alan, Givens",0.00,review
149,David M. Lee,OL3126383A,Lee Martin; Kerry Neville Bakken; Robert Schirmer; Saman-tha Schoech; Jean Colgan Gould; David Borofka; Ken Kaye; Manuel Munoz; Justin M. Kramon; Clark E. Knowles; Siobhan Dowd,0.00,review
237,Derek Barton,OL5574105A,Derek Barton,0.25,review
237,Derek Barton,OL1817168A,Derek Barton,0.25,review
237,Derek Barton,OL11132784A,Derek BARTON,0.25,review
237,Derek Barton,OL456045A,"Barton, Derek Sir",0.00,review
237,Derek Barton,OL3359178A,Derek H. Barton,0.00,review
237,Derek Barton,OL3260157A,Derek H. R. Barton,0.00,review
237,Derek Barton,OL2899502A,Derek H.R. Barton,0.00,review
237,Derek Barton,OL12530853A,Sir Derek H. R. Barton,0.00,review
237,Derek Barton,OL15250644A,"Derek H. Barton, Arthur B. Martell, Donald T. Sawyer",0.00,review
975,Didier Queloz,OL10226753A,Didier Queloz,0.25,review
267,Donald J. Cram,OL883016A,Donald J. Cram,0.25,review
267,Donald J. Cram,OL5088169A,Donald J Cram,0.25,review
267,Donald J. Cram,OL5524042A,Donald J. Cram,0.25,review
267,Donald J. Cram,OL5088175A,Donald J Cram,0.25,review
267,Donald J. Cram,OL15433538A,"james b. hendrickson, donald j. cram, george s. hammond ",0.00,review
267,Donald J. Cram,OL11521327A,"Cram, Donald J.; Hammond, George S.",0.00,review
962,Donna Strickland,OL7026438A,Donna Strickland,0.25,review
264,Dudley R. Herschbach,OL4203171A,Dudley R. Herschbach,0.25,review
443,E. Donnall Thomas,OL330212A,E. Donnall Thomas,0.25,review
443,E. Donnall Thomas,OL6705479A,E. Donnall Thomas,0.25,review
443,E. Donnall Thomas,OL3079244A,"Jr., E. Donnall Thomas",0.00,review
443,E. Donnall Thomas,OL2685409A,E. Donnall Thomas Jr.,0.00,review
443,E. Donnall Thomas,OL3068181A,Donnall E. Thomas,0.00,review
443,E. Donnall Thomas,OL8640371A,"Thomas, E. Donnall Jr",0.00,review
443,E. Donnall Thomas,OL16043677A,"Thomas, E. Donnall, Jr.",0.00,review
59,E. M. Purcell,OL13104275A,E. M. Purcell,0.25,review
905,Edvard I. Moser,OL8245337A,Edvard I. Moser,0.25,review
212,Edwin M. McMillan,OL13651893A,Edwin M. McMillan,0.25,review
212,Edwin M. McMillan,OL13279574A,Edwin M. McMillan; Leroy T. Kerth; Margaret Alston-Garnjost,0.00,review
835,Elizabeth H. Blackburn,OL7611840A,Elizabeth H. Blackburn,0.25,review
835,Elizabeth H. Blackburn,OL8130163A,Elizabeth H. Blackburn,0.25,review
835,Elizabeth H. Blackburn,OL8013706A,Elizabeth H Blackburn PhD,0.00,review
835,Elizabeth H. Blackburn,OL16052973A,Elizabeth H. (Elizabeth Helen) Blackburn,0.00,review
738,Eric Cornell,OL14655962A,Eric Cornell,0.25,review
47,Ernest Lawrence,OL716095A,Ernest Lawrence Rossi,0.00,review
47,Ernest Lawrence,OL593794A,Ernest Lawrence Thayer,0.00,review
47,Ernest Lawrence,OL10800187A,Ernest Lawrence Thayer,0.00,review
47,Ernest Lawrence,OL5295198A,Ernest Lawrence Rossi,0.00,review
47,Ernest Lawrence,OL6324730A,Ernest Lawrence Dellow,0.00,review
47,Ernest Lawrence,OL6418212A,Ernest Lawrence Edwardes,0.00,review
47,Ernest Lawrence,OL15323809A,Ernest Lawrence Rossi ,0.00,review
47,Ernest Lawrence,OL5254785A,ERNEST LAWRENCE EDWARDES,0.00,review
47,Ernest Lawrence,OL12368970A,Lawrence J. Ernest Lawrence Thayer,0.00,review
47,Ernest Lawrence,OL5495121A,Lawrence Ernest Sackney,0.00,review
47,Ernest Lawrence,OL2192981A,Lawrence Ernest Harris,0.00,review
47,Ernest Lawrence,OL2893137A,Ernest O. Lawrence,0.00,review
47,Ernest Lawrence,OL7032029A,Ernest R. Lawrence,0.00,review
47,Ernest Lawrence,OL9136504A,Ernest Orlando Lawrence,0.00,review
47,Ernest Lawrence,OL14208879A,Ernest Edward Lawrence Gerring,0.00,review
47,Ernest Lawrence,OL14596639A,Ernest Orlando Ernest Orlando Lawrence Berkeley National Laboratory,0.00,review
47,Ernest Lawrence,OL12303919A,"Bassett, Ernest Dickey Agnew, Peter Lawrence,",0.00,review
47,Ernest Lawrence,OL16170035A,"Wharton, Lawrence Ernest, d 1947-",0.00,review
47,Ernest Lawrence,OL12234419A,"Lawrence O. Haaby, Ernest L. Thurston, Grace C. Hankins",0.00,review
47,Ernest Lawrence,OL12200166A,"Crawley, Lawrence Q.; Malfetti, James L.; Stewart, Ernest I.; Vas Dias, Nini",0.00,review
244,Ernst Otto Fischer,OL5090814A,Ernst Otto Fischer,0.25,review
244,Ernst Otto Fischer,OL1874407A,Otto Ernst Fischer,0.00,review
127,Ernst Ruska,OL1560719A,Ernst Ruska,0.25,review
444,Erwin Neher,OL1958897A,Erwin Neher,0.25,review
444,Erwin Neher,OL7869338A,Erwin Neher,0.25,review
58,Felix Bloch,OL948646A,Felix Bloch,0.25,review
58,Felix Bloch,OL4328111A,Felix Bloch,0.25,review
58,Felix Bloch,OL9062777A,Felix Bloch,0.25,review
58,Felix Bloch,OL6446374A,"Bloch Erben, Felix, Firm.",0.00,review
379,Feodor Lynen,OL10234096A,Feodor Lynen,0.25,review
1027,Ferenc Krausz,OL7580641A,Ferenc Krausz,0.25,review
963,Frances H. Arnold,OL9675499A,Frances H. Arnold,0.25,review
824,Françoise Barré-Sinoussi,OL6557805A,Françoise Barré-Sinoussi,0.25,review
824,Françoise Barré-Sinoussi,OL1097600A,Françoise Barré-Sinoussi,0.25,review
1048,Fred Ramsdell,OL12902335A,"Edward Henry Kraus, Walter Fred Hunt, Lewis Stephen Ramsdell",0.00,review
1048,Fred Ramsdell,OL12206037A,"Edward Kraus, Walter Fred Hunt, Lewis Stephen Ramsdell",0.00,review
1048,Fred Ramsdell,OL15423749A,Walter Fred Hunt and Lewis Stephen Ramsdell Edward  Henry Kraus,0.00,review
358,Frederick C. Robbins,OL3245563A,Frederick C. Robbins,0.25,review
358,Frederick C. Robbins,OL15342151A,frederick m. harris and joseph c. robbins ,0.00,review
148,Frederick Reines,OL886694A,Frederick Reines,0.25,review
355,Fritz Lipmann,OL15927129A,Fritz Lipmann,0.25,review
355,Fritz Lipmann,OL2009552A,Fritz Albert Lipmann,0.00,review
193,Frédéric Joliot,OL14039683A,Frédéric Joliot,0.25,review
193,Frédéric Joliot,OL2323850A,Frédéric Joliot,0.25,review
193,Frédéric Joliot,OL15673538A,Frédéric Joliot,0.25,review
193,Frédéric Joliot,OL11994231A,Frédéric Joliot-Curie,0.00,review
193,Frédéric Joliot,OL138264A,Frédéric Joliot-Curie,0.00,review
193,Frédéric Joliot,OL5430647A,Frederic Joliot-Curie,0.00,review
193,Frédéric Joliot,OL15170550A,Frédéric Joliot-Curie,0.00,review
1036,Gary Ruvkun,OL14937657A,Gary B. Ruvkun,0.00,review
245,Geoffrey Wilkinson,OL2349666A,Geoffrey Wilkinson,0.25,review
245,Geoffrey Wilkinson,OL15901935A,Geoffrey Wilkinson,0.25,review
245,Geoffrey Wilkinson,OL12422266A,Sir Geoffrey Wilkinson,0.00,review
245,Geoffrey Wilkinson,OL13498294A,Geoffrey Wilkinson F. Albert Cotton,0.00,review
245,Geoffrey Wilkinson,OL5652454A,Geoffrey Kedington Wilkinson,0.00,review
245,Geoffrey Wilkinson,OL2022310A,Geoffrey Kedington Wilkinson,0.00,review
245,Geoffrey Wilkinson,OL11921626A,Geoffrey W. Wilkinson,0.00,review
245,Geoffrey Wilkinson,OL3219428A,Wilkinson Geoffrey,0.00,review
245,Geoffrey Wilkinson,OL5085919A,Geoffrey Charles Wilkinson,0.00,review
245,Geoffrey Wilkinson,OL12799303A,Geoffrey M Wilkinson,0.00,review
253,Georg Wittig,OL2458454A,Georg Wittig,0.25,review
253,Georg Wittig,OL7984905A,Georg Wittig,0.25,review
253,Georg Wittig,OL5016129A,Hans-Georg Wittig,0.00,review
253,Georg Wittig,OL5313154A,Hans Georg Wittig,0.00,review
253,Georg Wittig,OL12500229A,"Oskar Glemser, Heinrich Matthaei, Herbert Weiss, G. Wittig, Jos Trier, Richard Zsigmondy, Walther Zimmerli, Georg B. Gruber",0.00,review
280,George A. Olah,OL4318329A,George A. Olah,0.25,review
280,George A. Olah,OL2740344A,George A Olah,0.25,review
280,George A. Olah,OL13674210A,George A. Oláh,0.00,review
280,George A. Olah,OL585488A,"Olah, George A.",0.00,review
405,George E. Palade,OL3628554A,George E. Palade,0.25,review
405,George E. Palade,OL3628557A,George E Palade,0.25,review
405,George E. Palade,OL12785118A,"Palade, George E.",0.00,review
405,George E. Palade,OL12502658A,"Palade, George E.; Albert, Bruce M.",0.00,review
439,George H. Hitchings,OL7872952A,George H. Hitchings,0.25,review
439,George H. Hitchings,OL15170243A,George H. Hitchings,0.25,review
964,George P. Smith,OL401102A,George Patrick Smith,0.25,review
964,George P. Smith,OL2036431A,George P. Smith,0.25,review
964,George P. Smith,OL7576018A,George P. Smith,0.25,review
964,George P. Smith,OL2611716A,G. E. P. Smith,0.00,review
964,George P. Smith,OL12375513A,Smith G E P (George Edson Philip),0.00,review
964,George P. Smith,OL11502901A,"Smith, Eugene P.; Calder, George A.; Mehl, William G.; Rasmussen, Dean S.",0.00,review
387,George Wald,OL2061838A,George Wald,0.25,review
387,George Wald,OL13827801A,George Wald,0.25,review
387,George Wald,OL12505779A,Michael P.; (George Wald interest) Lerner,0.00,review
387,George Wald,OL11519690A,"F. Fraser Darling, Hal Borland, George Wald, Ralph Nader, et al",0.00,review
387,George Wald,OL914444A,"Wald, George Ph. D.",0.00,review
128,Gerd Binnig,OL4020259A,Gerd Binnig,0.25,review
128,Gerd Binnig,OL13399316A,Gerd Binnig,0.25,review
816,Gerhard Ertl,OL7832015A,Gerhard Ertl,0.25,review
438,Gertrude B. Elion,OL7882417A,Gertrude B. Elion,0.25,review
229,Giulio Natta,OL2034311A,Giulio Natta,0.25,review
961,Gérard Mourou,OL11772249A,Gerard Mourou,0.00,review
961,Gérard Mourou,OL13525083A,Gerard A Mourou,0.00,review
961,Gérard Mourou,OL8312115A,Gerard A. Mourou,0.00,review
961,Gérard Mourou,OL7577174A,Gerard Albert Mourou,0.00,review
461,Günter Blobel,OL9479435A,Günter Blobel,0.25,review
461,Günter Blobel,OL9479436A,Günter Blobel,0.25,review
272,Hartmut Michel,OL2200859A,Hartmut Michel,0.25,review
985,Harvey J. Alter,OL7896319A,Harvey J. Alter,0.25,review
129,Heinrich Rohrer,OL13397337A,Heinrich Rohrer,0.25,review
129,Heinrich Rohrer,OL4016734A,Hans-Heinrich Rohrer,0.00,review
907,Hiroshi Amano,OL3919112A,Hiroshi Amano,0.25,review
907,Hiroshi Amano,OL4687174A,Hiroshi Amano,0.25,review
781,Irwin Rose,OL2298425A,Irwin Rose,0.25,review
781,Irwin Rose,OL3355204A,Irwin  and Earl Rose Rubin,0.00,review
440,J. Michael Bishop,OL2753901A,J. Michael Bishop,0.25,review
440,J. Michael Bishop,OL8314960A,J. Michael BISHOP,0.25,review
440,J. Michael Bishop,OL1363092A,Michael J. Bishop,0.00,review
134,Jack Steinberger,OL6491807A,"Jack, Steinberger,.",0.25,review
134,Jack Steinberger,OL7882702A,Jack Steinberger,0.25,review
958,James P. Allison,OL13520760A,James P. Allison,0.25,review
104,James Rainwater,OL13863416A,Leo James Rainwater,0.00,review
104,James Rainwater,OL3506726A,James C. Rainwater,0.00,review
104,James Rainwater,OL4667624A,James C Rainwater,0.00,review
931,Jean-Pierre Sauvage,OL7028111A,Jean-Pierre Sauvage,0.25,review
756,John B. Fenn,OL1709565A,John B. Fenn,0.25,review
66,John Bardeen,OL2206162A,John Bardeen,0.25,review
66,John Bardeen,OL12517187A,"Adlai E. Stevenson, Bertram D. Thomas, R.L. Sproull, John Bardeen, Jerome B. Wiesner, William O. Baker",0.00,review
66,John Bardeen,OL15457533A,"Adlai E. Stevenson,Bertram D. Thomas,R.L. Sproull,John Bardeen,Jerome B. Wiesner,William O. Baker",0.00,review
266,John C. Polanyi,OL2800057A,John C. Polanyi,0.25,review
266,John C. Polanyi,OL6301641A,"Polanyi, John C",0.00,review
1050,John Clarke,OL2628218A,John Clarke,0.25,review
1050,John Clarke,OL1825967A,John Clarke,0.25,review
1050,John Clarke,OL15047581A,John Clarke,0.25,review
1050,John Clarke,OL2079141A,John Clarke,0.25,review
1050,John Clarke,OL430695A,John Clarke,0.25,review
1050,John Clarke,OL14022375A,John Clarke,0.25,review
1050,John Clarke,OL6012964A,John Clarke,0.25,review
1050,John Clarke,OL5089868A,John Clarke,0.25,review
1050,John Clarke,OL15054183A,John Clarke,0.25,review
1050,John Clarke,OL10124842A,John CLARKE,0.25,review
1050,John Clarke,OL5097487A,John Clarke,0.25,review
1050,John Clarke,OL5220165A,John Clarke,0.25,review
1050,John Clarke,OL5053996A,John Clarke,0.25,review
1050,John Clarke,OL12194533A,John: Clarke,0.25,review
1050,John Clarke,OL12250859A,John. Clarke,0.25,review
1050,John Clarke,OL11940158A,John Clarke,0.25,review
1050,John Clarke,OL12050939A,John Clarke,0.25,review
1050,John Clarke,OL4445995A,John Clarke,0.25,review
1050,John Clarke,OL6123178A,John Clarke,0.25,review
1050,John Clarke,OL1345960A,John Clarke Slater,0.00,review
1013,John Clauser,OL2148136A,John Francis Clauser,0.00,review
1013,John Clauser,OL1643986A,John W. Clauser,0.00,review
247,John Cornforth,OL252417A,John Cornforth,0.25,review
247,John Cornforth,OL5268463A,John Cornforth,0.25,review
247,John Cornforth,OL15399446A,John Cornforth and George Hughes-Hartman,0.00,review
247,John Cornforth,OL11428834A,"Hill, Oliver and Cornforth, John",0.00,review
247,John Cornforth,OL11491246A,JOHN HUSSEY CHRISTOPHER AND CORNFORTH,0.00,review
